"ID";"RegioS";"Perioden";"GemiddeldeWOZWaardeVanWoningen_98"
"21510";"GM0352";"2016JJ00";"     248"
"21511";"GM0352";"2017JJ00";"     253"
"21512";"GM0352";"2018JJ00";"     260"
"21513";"GM0352";"2019JJ00";"     277"
"21514";"GM0352";"2020JJ00";"     297"
"21515";"GM0352";"2021JJ00";"     322"
"21516";"GM0352";"2022JJ00";"     357"
"21517";"GM0352";"2023JJ00";"     420"
"21518";"GM0872";"1995JJ00";"       ."
"21519";"GM0872";"1996JJ00";"       ."
"21520";"GM0872";"1997JJ00";""
"21521";"GM0872";"1998JJ00";""
"21522";"GM0872";"1999JJ00";""
"21523";"GM0872";"2000JJ00";""
"21524";"GM0872";"2001JJ00";""
"21525";"GM0872";"2002JJ00";""
"21526";"GM0872";"2003JJ00";""
"21527";"GM0872";"2004JJ00";""
"21528";"GM0872";"2005JJ00";""
"21529";"GM0872";"2006JJ00";""
"21530";"GM0872";"2007JJ00";""
"21531";"GM0872";"2008JJ00";""
"21532";"GM0872";"2009JJ00";""
"21533";"GM0872";"2010JJ00";""
"21534";"GM0872";"2011JJ00";""
"21535";"GM0872";"2012JJ00";""
"21536";"GM0872";"2013JJ00";""
"21537";"GM0872";"2014JJ00";""
"21538";"GM0872";"2015JJ00";""
"21539";"GM0872";"2016JJ00";""
"21540";"GM0872";"2017JJ00";""
"21541";"GM0872";"2018JJ00";""
"21542";"GM0872";"2019JJ00";""
"21543";"GM0872";"2020JJ00";""
"21544";"GM0872";"2021JJ00";""
"21545";"GM0872";"2022JJ00";""
"21546";"GM0872";"2023JJ00";""
"21547";"GM0052";"1995JJ00";"       ."
"21548";"GM0052";"1996JJ00";"       ."
"21549";"GM0052";"1997JJ00";"      54"
"21550";"GM0052";"1998JJ00";"      54"
"21551";"GM0052";"1999JJ00";"      55"
"21552";"GM0052";"2000JJ00";"      56"
"21553";"GM0052";"2001JJ00";"      81"
"21554";"GM0052";"2002JJ00";"      82"
"21555";"GM0052";"2003JJ00";"      83"
"21556";"GM0052";"2004JJ00";"      84"
"21557";"GM0052";"2005JJ00";"     129"
"21558";"GM0052";"2006JJ00";"     130"
"21559";"GM0052";"2007JJ00";"     140"
"21560";"GM0052";"2008JJ00";"     151"
"21561";"GM0052";"2009JJ00";"     157"
"21562";"GM0052";"2010JJ00";""
"21563";"GM0052";"2011JJ00";""
"21564";"GM0052";"2012JJ00";""
"21565";"GM0052";"2013JJ00";""
"21566";"GM0052";"2014JJ00";""
"21567";"GM0052";"2015JJ00";""
"21568";"GM0052";"2016JJ00";""
"21569";"GM0052";"2017JJ00";""
"21570";"GM0052";"2018JJ00";""
"21571";"GM0052";"2019JJ00";""
"21572";"GM0052";"2020JJ00";""
"21573";"GM0052";"2021JJ00";""
"21574";"GM0052";"2022JJ00";""
"21575";"GM0052";"2023JJ00";""
"21576";"GM0053";"1995JJ00";"       ."
"21577";"GM0053";"1996JJ00";"       ."
"21578";"GM0053";"1997JJ00";"      58"
"21579";"GM0053";"1998JJ00";"      59"
"21580";"GM0053";"1999JJ00";"      59"
"21581";"GM0053";"2000JJ00";"      59"
"21582";"GM0053";"2001JJ00";"      95"
"21583";"GM0053";"2002JJ00";"      95"
"21584";"GM0053";"2003JJ00";"      96"
"21585";"GM0053";"2004JJ00";"      97"
"21586";"GM0053";"2005JJ00";"     147"
"21587";"GM0053";"2006JJ00";"     147"
"21588";"GM0053";"2007JJ00";"     165"
"21589";"GM0053";"2008JJ00";"     178"
"21590";"GM0053";"2009JJ00";"     183"
"21591";"GM0053";"2010JJ00";"     184"
"21592";"GM0053";"2011JJ00";"     180"
"21593";"GM0053";"2012JJ00";"     180"
"21594";"GM0053";"2013JJ00";"     174"
"21595";"GM0053";"2014JJ00";"     167"
"21596";"GM0053";"2015JJ00";"     164"
"21597";"GM0053";"2016JJ00";"     164"
"21598";"GM0053";"2017JJ00";"     164"
"21599";"GM0053";"2018JJ00";"     170"
"21600";"GM0053";"2019JJ00";""
"21601";"GM0053";"2020JJ00";""
"21602";"GM0053";"2021JJ00";""
"21603";"GM0053";"2022JJ00";""
"21604";"GM0053";"2023JJ00";""
"21605";"GM0294";"1995JJ00";"       ."
"21606";"GM0294";"1996JJ00";"       ."
"21607";"GM0294";"1997JJ00";"      68"
"21608";"GM0294";"1998JJ00";"      68"
"21609";"GM0294";"1999JJ00";"      69"
"21610";"GM0294";"2000JJ00";"      69"
"21611";"GM0294";"2001JJ00";"     131"
"21612";"GM0294";"2002JJ00";"     132"
"21613";"GM0294";"2003JJ00";"     133"
"21614";"GM0294";"2004JJ00";"     134"
"21615";"GM0294";"2005JJ00";"     195"
"21616";"GM0294";"2006JJ00";"     196"
"21617";"GM0294";"2007JJ00";"     207"
"21618";"GM0294";"2008JJ00";"     217"
"21619";"GM0294";"2009JJ00";"     220"
"21620";"GM0294";"2010JJ00";"     217"
"21621";"GM0294";"2011JJ00";"     210"
"21622";"GM0294";"2012JJ00";"     203"
"21623";"GM0294";"2013JJ00";"     192"
"21624";"GM0294";"2014JJ00";"     180"
"21625";"GM0294";"2015JJ00";"     172"
"21626";"GM0294";"2016JJ00";"     169"
"21627";"GM0294";"2017JJ00";"     172"
"21628";"GM0294";"2018JJ00";"     179"
"21629";"GM0294";"2019JJ00";"     200"
"21630";"GM0294";"2020JJ00";"     214"
"21631";"GM0294";"2021JJ00";"     227"
"21632";"GM0294";"2022JJ00";"     253"
"21633";"GM0294";"2023JJ00";"     286"
"21634";"GM0295";"1995JJ00";"       ."
"21635";"GM0295";"1996JJ00";"       ."
"21636";"GM0295";"1997JJ00";"      70"
"21637";"GM0295";"1998JJ00";"      70"
"21638";"GM0295";"1999JJ00";"      71"
"21639";"GM0295";"2000JJ00";"      71"
"21640";"GM0295";"2001JJ00";"     141"
"21641";"GM0295";"2002JJ00";"     141"
"21642";"GM0295";"2003JJ00";"     142"
"21643";"GM0295";"2004JJ00";"     142"
"21644";"GM0295";"2005JJ00";""
"21645";"GM0295";"2006JJ00";""
"21646";"GM0295";"2007JJ00";""
"21647";"GM0295";"2008JJ00";""
"21648";"GM0295";"2009JJ00";""
"21649";"GM0295";"2010JJ00";""
"21650";"GM0295";"2011JJ00";""
"21651";"GM0295";"2012JJ00";""
"21652";"GM0295";"2013JJ00";""
"21653";"GM0295";"2014JJ00";""
"21654";"GM0295";"2015JJ00";""
"21655";"GM0295";"2016JJ00";""
"21656";"GM0295";"2017JJ00";""
"21657";"GM0295";"2018JJ00";""
"21658";"GM0295";"2019JJ00";""
"21659";"GM0295";"2020JJ00";""
"21660";"GM0295";"2021JJ00";""
"21661";"GM0295";"2022JJ00";""
"21662";"GM0295";"2023JJ00";""
"21663";"GM0990";"1995JJ00";"       ."
"21664";"GM0990";"1996JJ00";"       ."
"21665";"GM0990";"1997JJ00";"     106"
"21666";"GM0990";"1998JJ00";"     106"
"21667";"GM0990";"1999JJ00";""
"21668";"GM0990";"2000JJ00";""
"21669";"GM0990";"2001JJ00";""
"21670";"GM0990";"2002JJ00";""
"21671";"GM0990";"2003JJ00";""
"21672";"GM0990";"2004JJ00";""
"21673";"GM0990";"2005JJ00";""
"21674";"GM0990";"2006JJ00";""
"21675";"GM0990";"2007JJ00";""
"21676";"GM0990";"2008JJ00";""
"21677";"GM0990";"2009JJ00";""
"21678";"GM0990";"2010JJ00";""
"21679";"GM0990";"2011JJ00";""
"21680";"GM0990";"2012JJ00";""
"21681";"GM0990";"2013JJ00";""
"21682";"GM0990";"2014JJ00";""
"21683";"GM0990";"2015JJ00";""
"21684";"GM0990";"2016JJ00";""
"21685";"GM0990";"2017JJ00";""
"21686";"GM0990";"2018JJ00";""
"21687";"GM0990";"2019JJ00";""
"21688";"GM0990";"2020JJ00";""
"21689";"GM0990";"2021JJ00";""
"21690";"GM0990";"2022JJ00";""
"21691";"GM0990";"2023JJ00";""
"21692";"GM0873";"1995JJ00";"       ."
"21693";"GM0873";"1996JJ00";"       ."
"21694";"GM0873";"1997JJ00";"      84"
"21695";"GM0873";"1998JJ00";"      85"
"21696";"GM0873";"1999JJ00";"      85"
"21697";"GM0873";"2000JJ00";"      85"
"21698";"GM0873";"2001JJ00";"     139"
"21699";"GM0873";"2002JJ00";"     139"
"21700";"GM0873";"2003JJ00";"     139"
"21701";"GM0873";"2004JJ00";"     140"
"21702";"GM0873";"2005JJ00";"     207"
"21703";"GM0873";"2006JJ00";"     206"
"21704";"GM0873";"2007JJ00";"     231"
"21705";"GM0873";"2008JJ00";"     242"
"21706";"GM0873";"2009JJ00";"     250"
"21707";"GM0873";"2010JJ00";"     249"
"21708";"GM0873";"2011JJ00";"     239"
"21709";"GM0873";"2012JJ00";"     240"
"21710";"GM0873";"2013JJ00";"     229"
"21711";"GM0873";"2014JJ00";"     223"
"21712";"GM0873";"2015JJ00";"     216"
"21713";"GM0873";"2016JJ00";"     219"
"21714";"GM0873";"2017JJ00";"     226"
"21715";"GM0873";"2018JJ00";"     233"
"21716";"GM0873";"2019JJ00";"     248"
"21717";"GM0873";"2020JJ00";"     261"
"21718";"GM0873";"2021JJ00";"     278"
"21719";"GM0873";"2022JJ00";"     292"
"21720";"GM0873";"2023JJ00";"     329"
"21721";"GM0632";"1995JJ00";"       ."
"21722";"GM0632";"1996JJ00";"       ."
"21723";"GM0632";"1997JJ00";"      96"
"21724";"GM0632";"1998JJ00";"      96"
"21725";"GM0632";"1999JJ00";"      97"
"21726";"GM0632";"2000JJ00";"      98"
"21727";"GM0632";"2001JJ00";"     164"
"21728";"GM0632";"2002JJ00";"     165"
"21729";"GM0632";"2003JJ00";"     165"
"21730";"GM0632";"2004JJ00";"     165"
"21731";"GM0632";"2005JJ00";"     238"
"21732";"GM0632";"2006JJ00";"     238"
"21733";"GM0632";"2007JJ00";"     255"
"21734";"GM0632";"2008JJ00";"     270"
"21735";"GM0632";"2009JJ00";"     280"
"21736";"GM0632";"2010JJ00";"     278"
"21737";"GM0632";"2011JJ00";"     273"
"21738";"GM0632";"2012JJ00";"     272"
"21739";"GM0632";"2013JJ00";"     261"
"21740";"GM0632";"2014JJ00";"     250"
"21741";"GM0632";"2015JJ00";"     244"
"21742";"GM0632";"2016JJ00";"     247"
"21743";"GM0632";"2017JJ00";"     255"
"21744";"GM0632";"2018JJ00";"     269"
"21745";"GM0632";"2019JJ00";"     287"
"21746";"GM0632";"2020JJ00";"     309"
"21747";"GM0632";"2021JJ00";"     328"
"21748";"GM0632";"2022JJ00";"     355"
"21749";"GM0632";"2023JJ00";"     406"
"21750";"GM0466";"1995JJ00";"       ."
"21751";"GM0466";"1996JJ00";"       ."
"21752";"GM0466";"1997JJ00";"      97"
"21753";"GM0466";"1998JJ00";"      96"
"21754";"GM0466";"1999JJ00";"      97"
"21755";"GM0466";"2000JJ00";"      96"
"21756";"GM0466";"2001JJ00";"     154"
"21757";"GM0466";"2002JJ00";"     153"
"21758";"GM0466";"2003JJ00";"     155"
"21759";"GM0466";"2004JJ00";"     155"
"21760";"GM0466";"2005JJ00";"     235"
"21761";"GM0466";"2006JJ00";"     237"
"21762";"GM0466";"2007JJ00";""
"21763";"GM0466";"2008JJ00";""
"21764";"GM0466";"2009JJ00";""
"21765";"GM0466";"2010JJ00";""
"21766";"GM0466";"2011JJ00";""
"21767";"GM0466";"2012JJ00";""
"21768";"GM0466";"2013JJ00";""
"21769";"GM0466";"2014JJ00";""
"21770";"GM0466";"2015JJ00";""
"21771";"GM0466";"2016JJ00";""
"21772";"GM0466";"2017JJ00";""
"21773";"GM0466";"2018JJ00";""
"21774";"GM0466";"2019JJ00";""
"21775";"GM0466";"2020JJ00";""
"21776";"GM0466";"2021JJ00";""
"21777";"GM0466";"2022JJ00";""
"21778";"GM0466";"2023JJ00";""
"21779";"GM1690";"1995JJ00";""
"21780";"GM1690";"1996JJ00";""
"21781";"GM1690";"1997JJ00";""
"21782";"GM1690";"1998JJ00";"      91"
"21783";"GM1690";"1999JJ00";"      92"
"21784";"GM1690";"2000JJ00";"      93"
"21785";"GM1690";"2001JJ00";"     158"
"21786";"GM1690";"2002JJ00";"     159"
"21787";"GM1690";"2003JJ00";"     160"
"21788";"GM1690";"2004JJ00";"     160"
"21789";"GM1690";"2005JJ00";"     236"
"21790";"GM1690";"2006JJ00";"     237"
"21791";"GM1690";"2007JJ00";"     262"
"21792";"GM1690";"2008JJ00";"     277"
"21793";"GM1690";"2009JJ00";"     286"
"21794";"GM1690";"2010JJ00";"     288"
"21795";"GM1690";"2011JJ00";"     281"
"21796";"GM1690";"2012JJ00";"     274"
"21797";"GM1690";"2013JJ00";"     264"
"21798";"GM1690";"2014JJ00";"     251"
"21799";"GM1690";"2015JJ00";"     243"
"21800";"GM1690";"2016JJ00";"     242"
"21801";"GM1690";"2017JJ00";"     252"
"21802";"GM1690";"2018JJ00";"     256"
"21803";"GM1690";"2019JJ00";"     266"
"21804";"GM1690";"2020JJ00";"     279"
"21805";"GM1690";"2021JJ00";"     294"
"21806";"GM1690";"2022JJ00";"     325"
"21807";"GM1690";"2023JJ00";"     379"
"21808";"GM0880";"1995JJ00";"       ."
"21809";"GM0880";"1996JJ00";"       ."
"21810";"GM0880";"1997JJ00";"      89"
"21811";"GM0880";"1998JJ00";"      89"
"21812";"GM0880";"1999JJ00";"      89"
"21813";"GM0880";"2000JJ00";"      89"
"21814";"GM0880";"2001JJ00";"     140"
"21815";"GM0880";"2002JJ00";"     138"
"21816";"GM0880";"2003JJ00";"     139"
"21817";"GM0880";"2004JJ00";"     141"
"21818";"GM0880";"2005JJ00";"     224"
"21819";"GM0880";"2006JJ00";"     224"
"21820";"GM0880";"2007JJ00";"     240"
"21821";"GM0880";"2008JJ00";"     252"
"21822";"GM0880";"2009JJ00";"     259"
"21823";"GM0880";"2010JJ00";"     262"
"21824";"GM0880";"2011JJ00";"     254"
"21825";"GM0880";"2012JJ00";"     246"
"21826";"GM0880";"2013JJ00";"     240"
"21827";"GM0880";"2014JJ00";"     217"
"21828";"GM0880";"2015JJ00";"     217"
"21829";"GM0880";"2016JJ00";"     219"
"21830";"GM0880";"2017JJ00";"     222"
"21831";"GM0880";"2018JJ00";"     236"
"21832";"GM0880";"2019JJ00";"     264"
"21833";"GM0880";"2020JJ00";"     297"
"21834";"GM0880";"2021JJ00";"     324"
"21835";"GM0880";"2022JJ00";"     349"
"21836";"GM0880";"2023JJ00";"     415"
"21837";"GM0351";"1995JJ00";"       ."
"21838";"GM0351";"1996JJ00";"       ."
"21839";"GM0351";"1997JJ00";"     113"
"21840";"GM0351";"1998JJ00";"     113"
"21841";"GM0351";"1999JJ00";"     114"
"21842";"GM0351";"2000JJ00";"     114"
"21843";"GM0351";"2001JJ00";"     175"
"21844";"GM0351";"2002JJ00";"     175"
"21845";"GM0351";"2003JJ00";"     175"
"21846";"GM0351";"2004JJ00";"     176"
"21847";"GM0351";"2005JJ00";"     259"
"21848";"GM0351";"2006JJ00";"     259"
"21849";"GM0351";"2007JJ00";"     279"
"21850";"GM0351";"2008JJ00";"     296"
"21851";"GM0351";"2009JJ00";"     306"
"21852";"GM0351";"2010JJ00";"     312"
"21853";"GM0351";"2011JJ00";"     307"
"21854";"GM0351";"2012JJ00";"     301"
"21855";"GM0351";"2013JJ00";"     287"
"21856";"GM0351";"2014JJ00";"     281"
"21857";"GM0351";"2015JJ00";"     271"
"21858";"GM0351";"2016JJ00";"     263"
"21859";"GM0351";"2017JJ00";"     275"
"21860";"GM0351";"2018JJ00";"     288"
"21861";"GM0351";"2019JJ00";"     316"
"21862";"GM0351";"2020JJ00";"     335"
"21863";"GM0351";"2021JJ00";"     366"
"21864";"GM0351";"2022JJ00";"     395"
"21865";"GM0351";"2023JJ00";"     469"
"21866";"GM0874";"1995JJ00";"       ."
"21867";"GM0874";"1996JJ00";"       ."
"21868";"GM0874";"1997JJ00";"      96"
"21869";"GM0874";"1998JJ00";"      96"
"21870";"GM0874";"1999JJ00";"      96"
"21871";"GM0874";"2000JJ00";"      98"
"21872";"GM0874";"2001JJ00";"     150"
"21873";"GM0874";"2002JJ00";"     151"
"21874";"GM0874";"2003JJ00";"     151"
"21875";"GM0874";"2004JJ00";"     152"
"21876";"GM0874";"2005JJ00";"     239"
"21877";"GM0874";"2006JJ00";"     239"
"21878";"GM0874";"2007JJ00";"     263"
"21879";"GM0874";"2008JJ00";"     279"
"21880";"GM0874";"2009JJ00";"     280"
"21881";"GM0874";"2010JJ00";"     280"
"21882";"GM0874";"2011JJ00";"     277"
"21883";"GM0874";"2012JJ00";"     272"
"21884";"GM0874";"2013JJ00";"     264"
"21885";"GM0874";"2014JJ00";"     250"
"21886";"GM0874";"2015JJ00";"     242"
"21887";"GM0874";"2016JJ00";"     240"
"21888";"GM0874";"2017JJ00";"     242"
"21889";"GM0874";"2018JJ00";"     247"
"21890";"GM0874";"2019JJ00";""
"21891";"GM0874";"2020JJ00";""
"21892";"GM0874";"2021JJ00";""
"21893";"GM0874";"2022JJ00";""
"21894";"GM0874";"2023JJ00";""
"21895";"GM0875";"1995JJ00";"       ."
"21896";"GM0875";"1996JJ00";"       ."
"21897";"GM0875";"1997JJ00";""
"21898";"GM0875";"1998JJ00";""
"21899";"GM0875";"1999JJ00";""
"21900";"GM0875";"2000JJ00";""
"21901";"GM0875";"2001JJ00";""
"21902";"GM0875";"2002JJ00";""
"21903";"GM0875";"2003JJ00";""
"21904";"GM0875";"2004JJ00";""
"21905";"GM0875";"2005JJ00";""
"21906";"GM0875";"2006JJ00";""
"21907";"GM0875";"2007JJ00";""
"21908";"GM0875";"2008JJ00";""
"21909";"GM0875";"2009JJ00";""
"21910";"GM0875";"2010JJ00";""
"21911";"GM0875";"2011JJ00";""
"21912";"GM0875";"2012JJ00";""
"21913";"GM0875";"2013JJ00";""
"21914";"GM0875";"2014JJ00";""
"21915";"GM0875";"2015JJ00";""
"21916";"GM0875";"2016JJ00";""
"21917";"GM0875";"2017JJ00";""
"21918";"GM0875";"2018JJ00";""
"21919";"GM0875";"2019JJ00";""
"21920";"GM0875";"2020JJ00";""
"21921";"GM0875";"2021JJ00";""
"21922";"GM0875";"2022JJ00";""
"21923";"GM0875";"2023JJ00";""
"21924";"GM0710";"1995JJ00";"       ."
"21925";"GM0710";"1996JJ00";"       ."
"21926";"GM0710";"1997JJ00";"      62"
"21927";"GM0710";"1998JJ00";"      63"
"21928";"GM0710";"1999JJ00";"      64"
"21929";"GM0710";"2000JJ00";"      64"
"21930";"GM0710";"2001JJ00";"     100"
"21931";"GM0710";"2002JJ00";"     101"
"21932";"GM0710";"2003JJ00";"     102"
"21933";"GM0710";"2004JJ00";"     102"
"21934";"GM0710";"2005JJ00";"     159"
"21935";"GM0710";"2006JJ00";"     160"
"21936";"GM0710";"2007JJ00";"     182"
"21937";"GM0710";"2008JJ00";"     201"
"21938";"GM0710";"2009JJ00";"     206"
"21939";"GM0710";"2010JJ00";"     204"
"21940";"GM0710";"2011JJ00";""
"21941";"GM0710";"2012JJ00";""
"21942";"GM0710";"2013JJ00";""
"21943";"GM0710";"2014JJ00";""
"21944";"GM0710";"2015JJ00";""
"21945";"GM0710";"2016JJ00";""
"21946";"GM0710";"2017JJ00";""
"21947";"GM0710";"2018JJ00";""
"21948";"GM0710";"2019JJ00";""
"21949";"GM0710";"2020JJ00";""
"21950";"GM0710";"2021JJ00";""
"21951";"GM0710";"2022JJ00";""
"21952";"GM0710";"2023JJ00";""
"21953";"GM0683";"1995JJ00";"       ."
"21954";"GM0683";"1996JJ00";"       ."
"21955";"GM0683";"1997JJ00";"      62"
"21956";"GM0683";"1998JJ00";"      63"
"21957";"GM0683";"1999JJ00";"      64"
"21958";"GM0683";"2000JJ00";"      65"
"21959";"GM0683";"2001JJ00";"     113"
"21960";"GM0683";"2002JJ00";"     114"
"21961";"GM0683";"2003JJ00";"     116"
"21962";"GM0683";"2004JJ00";"     117"
"21963";"GM0683";"2005JJ00";"     191"
"21964";"GM0683";"2006JJ00";"     192"
"21965";"GM0683";"2007JJ00";"     212"
"21966";"GM0683";"2008JJ00";"     230"
"21967";"GM0683";"2009JJ00";"     239"
"21968";"GM0683";"2010JJ00";"     242"
"21969";"GM0683";"2011JJ00";""
"21970";"GM0683";"2012JJ00";""
"21971";"GM0683";"2013JJ00";""
"21972";"GM0683";"2014JJ00";""
"21973";"GM0683";"2015JJ00";""
"21974";"GM0683";"2016JJ00";""
"21975";"GM0683";"2017JJ00";""
"21976";"GM0683";"2018JJ00";""
"21977";"GM0683";"2019JJ00";""
"21978";"GM0683";"2020JJ00";""
"21979";"GM0683";"2021JJ00";""
"21980";"GM0683";"2022JJ00";""
"21981";"GM0683";"2023JJ00";""
"21982";"GM0479";"1995JJ00";"       ."
"21983";"GM0479";"1996JJ00";"       ."
"21984";"GM0479";"1997JJ00";"      63"
"21985";"GM0479";"1998JJ00";"      62"
"21986";"GM0479";"1999JJ00";"      63"
"21987";"GM0479";"2000JJ00";"      62"
"21988";"GM0479";"2001JJ00";"     114"
"21989";"GM0479";"2002JJ00";"     116"
"21990";"GM0479";"2003JJ00";"     117"
"21991";"GM0479";"2004JJ00";"     118"
"21992";"GM0479";"2005JJ00";"     176"
"21993";"GM0479";"2006JJ00";"     176"
"21994";"GM0479";"2007JJ00";"     189"
"21995";"GM0479";"2008JJ00";"     195"
"21996";"GM0479";"2009JJ00";"     199"
"21997";"GM0479";"2010JJ00";"     200"
"21998";"GM0479";"2011JJ00";"     199"
"21999";"GM0479";"2012JJ00";"     188"
"22000";"GM0479";"2013JJ00";"     187"
"22001";"GM0479";"2014JJ00";"     177"
"22002";"GM0479";"2015JJ00";"     170"
"22003";"GM0479";"2016JJ00";"     175"
"22004";"GM0479";"2017JJ00";"     183"
"22005";"GM0479";"2018JJ00";"     201"
"22006";"GM0479";"2019JJ00";"     229"
"22007";"GM0479";"2020JJ00";"     256"
"22008";"GM0479";"2021JJ00";"     281"
"22009";"GM0479";"2022JJ00";"     312"
"22010";"GM0479";"2023JJ00";"     368"
"22011";"GM0297";"1995JJ00";"       ."
"22012";"GM0297";"1996JJ00";"       ."
"22013";"GM0297";"1997JJ00";"      77"
"22014";"GM0297";"1998JJ00";"      77"
"22015";"GM0297";"1999JJ00";"      82"
"22016";"GM0297";"2000JJ00";"      82"
"22017";"GM0297";"2001JJ00";"     154"
"22018";"GM0297";"2002JJ00";"     154"
"22019";"GM0297";"2003JJ00";"     155"
"22020";"GM0297";"2004JJ00";"     156"
"22021";"GM0297";"2005JJ00";"     248"
"22022";"GM0297";"2006JJ00";"     250"
"22023";"GM0297";"2007JJ00";"     269"
"22024";"GM0297";"2008JJ00";"     278"
"22025";"GM0297";"2009JJ00";"     285"
"22026";"GM0297";"2010JJ00";"     286"
"22027";"GM0297";"2011JJ00";"     275"
"22028";"GM0297";"2012JJ00";"     265"
"22029";"GM0297";"2013JJ00";"     251"
"22030";"GM0297";"2014JJ00";"     233"
"22031";"GM0297";"2015JJ00";"     224"
"22032";"GM0297";"2016JJ00";"     228"
"22033";"GM0297";"2017JJ00";"     233"
"22034";"GM0297";"2018JJ00";"     241"
"22035";"GM0297";"2019JJ00";"     256"
"22036";"GM0297";"2020JJ00";"     271"
"22037";"GM0297";"2021JJ00";"     291"
"22038";"GM0297";"2022JJ00";"     322"
"22039";"GM0297";"2023JJ00";"     363"
"22040";"GM0473";"1995JJ00";"       ."
"22041";"GM0473";"1996JJ00";"       ."
"22042";"GM0473";"1997JJ00";"      79"
"22043";"GM0473";"1998JJ00";"      92"
"22044";"GM0473";"1999JJ00";"      93"
"22045";"GM0473";"2000JJ00";"      92"
"22046";"GM0473";"2001JJ00";"     177"
"22047";"GM0473";"2002JJ00";"     178"
"22048";"GM0473";"2003JJ00";"     178"
"22049";"GM0473";"2004JJ00";"     178"
"22050";"GM0473";"2005JJ00";"     266"
"22051";"GM0473";"2006JJ00";"     266"
"22052";"GM0473";"2007JJ00";"     282"
"22053";"GM0473";"2008JJ00";"     301"
"22054";"GM0473";"2009JJ00";"     308"
"22055";"GM0473";"2010JJ00";"     310"
"22056";"GM0473";"2011JJ00";"     301"
"22057";"GM0473";"2012JJ00";"     289"
"22058";"GM0473";"2013JJ00";"     272"
"22059";"GM0473";"2014JJ00";"     255"
"22060";"GM0473";"2015JJ00";"     245"
"22061";"GM0473";"2016JJ00";"     249"
"22062";"GM0473";"2017JJ00";"     262"
"22063";"GM0473";"2018JJ00";"     281"
"22064";"GM0473";"2019JJ00";"     309"
"22065";"GM0473";"2020JJ00";"     352"
"22066";"GM0473";"2021JJ00";"     387"
"22067";"GM0473";"2022JJ00";"     424"
"22068";"GM0473";"2023JJ00";"     473"
"22069";"GM0707";"1995JJ00";"       ."
"22070";"GM0707";"1996JJ00";"       ."
"22071";"GM0707";"1997JJ00";"     101"
"22072";"GM0707";"1998JJ00";"     102"
"22073";"GM0707";"1999JJ00";"     102"
"22074";"GM0707";"2000JJ00";"     104"
"22075";"GM0707";"2001JJ00";"     160"
"22076";"GM0707";"2002JJ00";"     160"
"22077";"GM0707";"2003JJ00";"     157"
"22078";"GM0707";"2004JJ00";"     158"
"22079";"GM0707";"2005JJ00";"     231"
"22080";"GM0707";"2006JJ00";"     232"
"22081";"GM0707";"2007JJ00";"     257"
"22082";"GM0707";"2008JJ00";"     281"
"22083";"GM0707";"2009JJ00";"     288"
"22084";"GM0707";"2010JJ00";"     286"
"22085";"GM0707";"2011JJ00";"     284"
"22086";"GM0707";"2012JJ00";"     280"
"22087";"GM0707";"2013JJ00";"     272"
"22088";"GM0707";"2014JJ00";"     258"
"22089";"GM0707";"2015JJ00";"     250"
"22090";"GM0707";"2016JJ00";"     246"
"22091";"GM0707";"2017JJ00";"     254"
"22092";"GM0707";"2018JJ00";"     258"
"22093";"GM0707";"2019JJ00";""
"22094";"GM0707";"2020JJ00";""
"22095";"GM0707";"2021JJ00";""
"22096";"GM0707";"2022JJ00";""
"22097";"GM0707";"2023JJ00";""
"22098";"GM0478";"1995JJ00";"       ."
"22099";"GM0478";"1996JJ00";"       ."
"22100";"GM0478";"1997JJ00";"     108"
"22101";"GM0478";"1998JJ00";"     108"
"22102";"GM0478";"1999JJ00";"     109"
"22103";"GM0478";"2000JJ00";"     110"
"22104";"GM0478";"2001JJ00";"     179"
"22105";"GM0478";"2002JJ00";"     180"
"22106";"GM0478";"2003JJ00";"     181"
"22107";"GM0478";"2004JJ00";"     182"
"22108";"GM0478";"2005JJ00";"     273"
"22109";"GM0478";"2006JJ00";"     274"
"22110";"GM0478";"2007JJ00";"     286"
"22111";"GM0478";"2008JJ00";"     307"
"22112";"GM0478";"2009JJ00";"     315"
"22113";"GM0478";"2010JJ00";"     314"
"22114";"GM0478";"2011JJ00";"     310"
"22115";"GM0478";"2012JJ00";"     302"
"22116";"GM0478";"2013JJ00";"     289"
"22117";"GM0478";"2014JJ00";"     272"
"22118";"GM0478";"2015JJ00";"     265"
"22119";"GM0478";"2016JJ00";""
"22120";"GM0478";"2017JJ00";""
"22121";"GM0478";"2018JJ00";""
"22122";"GM0478";"2019JJ00";""
"22123";"GM0478";"2020JJ00";""
"22124";"GM0478";"2021JJ00";""
"22125";"GM0478";"2022JJ00";""
"22126";"GM0478";"2023JJ00";""
"22127";"GM0050";"1995JJ00";"       ."
"22128";"GM0050";"1996JJ00";"       ."
"22129";"GM0050";"1997JJ00";"     101"
"22130";"GM0050";"1998JJ00";"     100"
"22131";"GM0050";"1999JJ00";"     100"
"22132";"GM0050";"2000JJ00";"      99"
"22133";"GM0050";"2001JJ00";"     155"
"22134";"GM0050";"2002JJ00";"     156"
"22135";"GM0050";"2003JJ00";"     157"
"22136";"GM0050";"2004JJ00";"     158"
"22137";"GM0050";"2005JJ00";"     232"
"22138";"GM0050";"2006JJ00";"     233"
"22139";"GM0050";"2007JJ00";"     238"
